sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau,mes
M,N,N,1,Assalariado,Superior incompleto,Casado,Aluguel,31,4.953424657534247,3.0,14854.62,False,4
F,N,S,0,Assalariado,Médio,União,Casa,58,3.024657534246576,2.0,4258.01,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,58,2.7753424657534245,2.0,8023.0,False,4
F,S,S,0,Empresário,Médio,Casado,Casa,37,2.9342465753424656,2.0,6127.71,False,4
F,N,S,0,Pensionista,Médio,Viúvo,Casa,60,,1.0,6134.62,False,4
M,S,S,0,Empresário,Superior completo,Casado,Estúdio,37,12.01917808219178,2.0,16572.68,False,4
F,N,N,0,Pensionista,Médio,Casado,Casa,61,,2.0,7372.5,False,4
F,N,S,0,Empresário,Médio,União,Casa,45,10.01095890410959,2.0,44651.83,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,49,18.065753424657533,2.0,146624.96,False,4
M,N,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,32844.86,False,4
F,N,S,0,Servidor público,Médio,Solteiro,Casa,48,1.2986301369863014,1.0,7780.83,False,4
M,S,S,0,Assalariado,Superior incompleto,Casado,Casa,43,4.131506849315069,2.0,15193.25,False,4
F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,45,1.0328767123287672,1.0,2305.04,False,4
F,N,S,0,Empresário,Médio,Separado,Casa,49,1.7589041095890412,1.0,4613.3,False,4
F,S,S,0,Assalariado,Médio,Casado,Casa,47,7.238356164383561,2.0,8961.88,False,4
M,N,N,0,Assalariado,Superior incompleto,Casado,Casa,27,0.7561643835616438,2.0,11355.56,False,4
F,S,N,0,Pensionista,Médio,Casado,Casa,55,,2.0,6086.2,False,4
F,S,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,12270.84,False,4
F,N,N,7,Assalariado,Médio,Casado,Casa,37,4.517808219178082,9.0,2928.82,False,4
M,S,S,0,Empresário,Médio,Casado,Casa,36,14.347945205479451,2.0,45758.75,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,52,13.208219178082192,2.0,152057.5,False,4
M,N,S,0,Pensionista,Médio,Casado,Casa,53,,2.0,6350.85,False,4
F,N,S,0,Assalariado,Médio,Solteiro,Casa,46,7.934246575342466,1.0,10609.19,False,4
M,N,S,0,Assalariado,Médio,Separado,Casa,48,4.18082191780822,1.0,2533.04,False,4
M,S,S,1,Assalariado,Superior completo,Casado,Casa,39,1.4082191780821918,3.0,6359.71,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,52,6.356164383561644,2.0,3125.08,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,41,6.383561643835616,2.0,6714.13,False,4
F,N,S,0,Assalariado,Médio,Casado,Com os pais,44,1.0986301369863014,2.0,2012.55,True,4
F,N,N,0,Assalariado,Médio,Solteiro,Com os pais,27,8.361643835616439,1.0,11723.69,False,4
F,N,S,1,Assalariado,Superior completo,Casado,Casa,32,2.0027397260273974,3.0,9056.27,False,4
M,S,S,1,Empresário,Superior completo,Casado,Casa,28,2.032876712328767,3.0,21278.83,False,4
M,S,S,1,Empresário,Superior completo,União,Casa,46,6.950684931506849,3.0,13721.36,False,4
M,N,N,1,Assalariado,Médio,Casado,Casa,41,0.8794520547945206,3.0,3883.95,False,4
F,S,S,1,Empresário,Médio,Casado,Casa,38,4.756164383561644,3.0,26241.75,False,4
M,S,S,0,Assalariado,Médio,Solteiro,Casa,24,4.7972602739726025,1.0,4900.26,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,53,7.884931506849315,2.0,1953.52,False,4
M,S,S,1,Assalariado,Médio,Casado,Casa,39,4.408219178082192,3.0,8095.99,False,4
F,S,N,0,Assalariado,Médio,Casado,Casa,52,31.621917808219177,2.0,400673.31,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,52,18.054794520547944,2.0,226920.33,False,4
F,N,N,1,Servidor público,Superior completo,Casado,Casa,38,6.849315068493151,3.0,5729.67,False,4
F,N,N,0,Assalariado,Médio,Casado,Casa,47,4.515068493150685,2.0,4131.53,False,4
F,N,S,2,Empresário,Médio,Casado,Casa,47,3.117808219178082,4.0,4022.32,False,4
M,S,N,1,Empresário,Médio,Casado,Casa,25,3.8493150684931514,3.0,25614.85,False,4
F,N,N,0,Empresário,Médio,Casado,Casa,39,8.873972602739727,2.0,16363.59,False,4
M,S,N,0,Empresário,Médio,Casado,Casa,48,6.8054794520547945,2.0,11305.8,True,4
F,N,S,0,Empresário,Médio,Casado,Casa,48,5.978082191780822,2.0,5776.07,False,4
F,N,N,1,Assalariado,Médio,Casado,Casa,30,8.542465753424658,3.0,22739.11,False,4
F,N,S,1,Empresário,Médio,Casado,Casa,44,16.643835616438356,3.0,25253.11,False,4
F,N,N,0,Assalariado,Médio,Casado,Casa,47,4.550684931506849,2.0,11552.68,False,4
F,S,S,0,Assalariado,Superior completo,Separado,Casa,47,23.2027397260274,1.0,29120.66,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,7358.17,False,4
F,N,S,0,Pensionista,Superior completo,Viúvo,Casa,56,,1.0,4073.81,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,52,,2.0,13130.81,True,4
F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,17620.75,False,4
F,N,N,1,Assalariado,Superior completo,Casado,Casa,39,6.221917808219178,3.0,7969.45,False,4
F,N,S,0,Empresário,Médio,Solteiro,Casa,27,7.076712328767123,1.0,8762.58,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,43,3.8054794520547945,2.0,8915.85,False,4
F,N,S,0,Servidor público,Superior completo,Casado,Casa,41,10.01095890410959,2.0,22169.21,False,4
F,S,N,1,Assalariado,Médio,Casado,Aluguel,37,4.597260273972603,3.0,12770.92,False,4
F,N,N,0,Empresário,Médio,Casado,Casa,57,16.931506849315067,2.0,5899.93,False,4
F,S,S,0,Assalariado,Superior completo,Separado,Casa,47,23.2027397260274,1.0,252583.64,False,4
M,S,S,0,Assalariado,Médio,Casado,Casa,45,2.8767123287671232,2.0,7045.17,False,4
F,N,S,2,Assalariado,Médio,Casado,Casa,39,3.9342465753424656,4.0,1868.45,False,4
M,N,S,1,Servidor público,Superior incompleto,Casado,Casa,24,4.7972602739726025,3.0,8477.52,False,4
M,S,N,2,Assalariado,Médio,Casado,Casa,41,19.67945205479452,4.0,61744.61,False,4
F,N,S,0,Pensionista,Médio,Viúvo,Casa,52,,1.0,3936.89,False,4
F,S,S,0,Assalariado,Médio,Casado,Casa,36,14.643835616438356,2.0,10559.34,False,4
F,N,N,0,Empresário,Superior incompleto,Casado,Casa,27,6.408219178082192,2.0,7192.63,False,4
F,S,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,7120.39,False,4
F,S,S,1,Empresário,Superior incompleto,União,Casa,31,1.8794520547945208,3.0,3114.61,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,66,,2.0,2206.23,False,4
F,N,N,0,Pensionista,Médio,Casado,Casa,56,,2.0,13103.48,False,4
F,N,N,0,Assalariado,Médio,Casado,Casa,30,3.326027397260274,2.0,12430.57,False,4
F,N,S,0,Servidor público,Médio,Casado,Casa,53,9.183561643835615,2.0,30051.65,False,4
F,N,N,0,Assalariado,Médio,Casado,Casa,52,7.767123287671233,2.0,7478.16,False,4
F,S,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,6136.09,False,4
F,N,S,1,Assalariado,Médio,Casado,Casa,39,8.547945205479452,3.0,19258.6,False,4
F,S,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,6190.1,False,4
M,N,N,0,Assalariado,Médio,Casado,Casa,59,14.794520547945206,2.0,22154.57,False,4
F,S,N,1,Servidor público,Médio,Casado,Governamental,38,19.3972602739726,3.0,14924.92,False,4
F,S,S,0,Assalariado,Médio,Casado,Casa,53,10.663013698630136,2.0,15843.88,False,4
M,N,N,0,Assalariado,Superior completo,Solteiro,Casa,34,5.216438356164384,1.0,4588.29,False,4
F,N,S,1,Assalariado,Médio,Casado,Casa,42,4.767123287671233,3.0,2962.82,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,65,,2.0,2676.06,False,4
M,S,S,2,Assalariado,Médio,Casado,Casa,44,18.912328767123288,4.0,33986.07,False,4
M,S,S,0,Servidor público,Médio,Casado,Casa,59,2.2164383561643834,2.0,6753.64,False,4
F,S,S,1,Empresário,Superior completo,Casado,Casa,30,1.2602739726027397,3.0,11545.65,False,4
F,N,S,1,Assalariado,Médio,Casado,Casa,42,1.6082191780821915,3.0,4775.86,False,4
M,S,N,0,Empresário,Médio,Solteiro,Casa,47,7.208219178082191,1.0,26306.93,False,4
F,S,S,0,Pensionista,Médio,Casado,Casa,55,,2.0,4671.78,False,4
F,N,N,1,Assalariado,Superior completo,Casado,Com os pais,48,7.104109589041096,3.0,5920.67,False,4
F,N,N,0,Empresário,Médio,Viúvo,Casa,38,4.972602739726027,1.0,22882.49,False,4
F,N,N,0,Empresário,Superior incompleto,Casado,Casa,27,6.408219178082192,2.0,7192.63,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,4483.07,False,4
F,N,N,0,Pensionista,Médio,Casado,Casa,53,,2.0,7408.64,False,4
F,S,S,1,Empresário,Médio,Casado,Casa,29,4.057534246575343,3.0,3377.11,False,4
F,S,S,0,Assalariado,Médio,Solteiro,Casa,36,7.471232876712329,1.0,19092.54,False,4
F,N,S,0,Assalariado,Superior completo,Casado,Casa,27,1.2602739726027397,2.0,10861.54,False,4
F,N,S,0,Assalariado,Médio,Viúvo,Casa,47,6.964383561643835,1.0,4153.78,False,4
F,N,N,0,Assalariado,Médio,Casado,Casa,54,6.046575342465753,2.0,4865.98,True,4
M,N,S,0,Assalariado,Médio,Casado,Casa,38,10.427397260273972,2.0,23626.76,False,4
F,S,S,1,Empresário,Superior completo,Separado,Casa,42,0.6356164383561644,2.0,1760.84,False,4
F,S,N,0,Assalariado,Médio,Casado,Casa,53,11.134246575342466,2.0,27786.39,False,4
F,N,N,1,Assalariado,Médio,Separado,Casa,27,7.013698630136986,2.0,9541.37,False,4
F,S,S,1,Servidor público,Superior completo,Casado,Casa,37,5.698630136986301,3.0,7478.38,False,4
F,N,S,0,Servidor público,Superior completo,Viúvo,Casa,53,18.389041095890413,1.0,136127.44,False,4
F,N,S,0,Pensionista,Médio,Viúvo,Casa,66,,1.0,18129.33,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,44,5.602739726027397,2.0,4818.19,False,4
F,S,N,1,Assalariado,Médio,Casado,Aluguel,37,4.597260273972603,3.0,2321.03,False,4
F,S,S,3,Assalariado,Médio,Casado,Casa,38,10.967123287671232,5.0,21093.37,False,4
M,S,S,0,Empresário,Médio,Casado,Casa,31,11.043835616438356,2.0,43745.62,False,4
M,N,S,0,Assalariado,Superior completo,Casado,Comunitário,27,1.5287671232876712,2.0,11939.29,False,4
F,N,N,0,Assalariado,Superior completo,Solteiro,Casa,42,8.104109589041096,1.0,10948.64,False,4
F,S,S,0,Pensionista,Médio,Casado,Casa,66,,2.0,9107.69,False,4
M,S,N,1,Assalariado,Superior completo,Casado,Casa,33,4.331506849315068,3.0,6295.29,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,39,6.216438356164384,2.0,16862.6,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,54,12.194520547945206,2.0,40507.95,False,4
F,N,N,2,Assalariado,Médio,Casado,Casa,26,7.863013698630137,4.0,3321.33,False,4
F,N,S,1,Assalariado,Médio,Casado,Casa,39,10.424657534246576,3.0,29053.18,False,4
F,N,S,2,Assalariado,Superior completo,Casado,Casa,27,7.410958904109589,4.0,15007.85,False,4
F,N,S,0,Servidor público,Médio,Separado,Casa,49,15.616438356164384,1.0,13399.69,False,4
M,S,S,1,Assalariado,Médio,Casado,Casa,41,4.646575342465753,3.0,3010.88,False,4
M,S,S,2,Servidor público,Superior completo,Casado,Comunitário,31,4.572602739726028,4.0,5032.45,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,44,4.964383561643835,2.0,13148.21,False,4
F,N,S,1,Assalariado,Médio,Casado,Casa,30,0.3698630136986301,3.0,4120.02,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,49,27.72876712328767,2.0,158348.18,False,4
M,S,N,0,Empresário,Médio,Casado,Aluguel,29,4.035616438356165,2.0,14215.98,False,4
F,N,S,1,Assalariado,Médio,Separado,Com os pais,30,3.843835616438356,2.0,2390.54,False,4
F,S,N,1,Servidor público,Superior completo,Casado,Casa,39,15.942465753424658,3.0,72717.58,False,4
F,N,S,0,Servidor público,Superior completo,Solteiro,Casa,55,8.473972602739726,1.0,5392.82,False,4
F,S,S,0,Servidor público,Médio,Casado,Casa,54,8.852054794520548,2.0,17923.97,False,4
F,S,S,0,Assalariado,Médio,Casado,Casa,40,17.602739726027398,2.0,90715.95,False,4
F,S,S,3,Assalariado,Médio,Casado,Casa,38,10.967123287671232,5.0,22677.97,False,4
M,S,S,0,Assalariado,Superior incompleto,Casado,Casa,45,1.9287671232876715,2.0,14365.41,False,4
M,S,S,1,Assalariado,Médio,Casado,Com os pais,28,6.452054794520548,3.0,11167.39,False,4
F,N,S,0,Pensionista,Superior completo,Separado,Casa,67,,1.0,30691.32,False,4
F,N,S,0,Servidor público,Médio,Solteiro,Casa,36,2.1013698630136988,1.0,3635.37,False,4
F,S,S,0,Assalariado,Médio,Viúvo,Casa,45,3.854794520547945,1.0,6774.03,False,4
F,N,S,0,Empresário,Superior incompleto,Casado,Casa,25,2.893150684931507,2.0,14685.53,False,4
F,S,S,0,Assalariado,Superior completo,Casado,Comunitário,60,0.9506849315068492,2.0,3791.82,False,4
F,N,S,0,Pensionista,Superior completo,Separado,Casa,65,,1.0,27002.69,False,4
F,S,S,0,Empresário,Médio,Casado,Casa,36,6.964383561643835,2.0,10818.48,False,4
F,S,S,1,Empresário,Pós graduação,Casado,Casa,33,2.682191780821918,3.0,6760.07,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,64,1.284931506849315,2.0,5701.35,False,4
M,N,S,2,Assalariado,Médio,Casado,Casa,32,11.726027397260276,4.0,44897.0,False,4
M,N,S,0,Empresário,Superior completo,Separado,Casa,57,7.967123287671233,1.0,16795.16,False,4
F,S,S,0,Assalariado,Médio,Solteiro,Casa,30,12.915068493150685,1.0,18915.23,False,4
M,N,S,0,Assalariado,Superior completo,União,Casa,54,15.3013698630137,2.0,63782.65,False,4
M,S,S,1,Assalariado,Médio,Solteiro,Casa,40,4.6876712328767125,2.0,5821.1,False,4
F,N,N,0,Assalariado,Médio,Casado,Com os pais,33,5.602739726027397,2.0,3605.99,False,4
F,N,S,2,Assalariado,Médio,Solteiro,Casa,33,10.186301369863012,3.0,13011.1,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,45,7.638356164383562,2.0,33583.93,False,4
F,S,S,1,Assalariado,Médio,Separado,Com os pais,36,12.161643835616438,2.0,29638.02,False,4
F,S,N,1,Assalariado,Superior completo,Casado,Casa,32,7.747945205479452,3.0,22816.83,False,4
F,N,S,2,Assalariado,Médio,Casado,Casa,34,11.221917808219178,4.0,26600.06,False,4
M,S,S,0,Assalariado,Médio,Casado,Casa,38,9.26849315068493,2.0,16999.27,True,4
M,S,S,0,Assalariado,Superior completo,Casado,Casa,51,0.9287671232876712,2.0,6195.09,False,4
M,S,S,0,Pensionista,Médio,Casado,Casa,53,,2.0,22719.0,False,4
F,N,S,0,Assalariado,Superior incompleto,Casado,Casa,38,6.884931506849315,2.0,29575.71,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,56,,2.0,8844.89,False,4
M,N,S,0,Empresário,Superior completo,Solteiro,Casa,33,4.627397260273972,1.0,34982.6,False,4
F,N,S,0,Pensionista,Médio,Solteiro,Casa,60,,1.0,5968.9,False,4
F,N,S,0,Servidor público,Médio,Casado,Casa,53,9.183561643835615,2.0,30051.65,False,4
M,N,S,1,Assalariado,Médio,Casado,Casa,44,4.594520547945206,3.0,14359.34,False,4
F,N,S,0,Assalariado,Médio,Solteiro,Casa,48,5.216438356164384,1.0,16714.84,False,4
M,N,N,1,Assalariado,Médio,Casado,Casa,30,3.4356164383561643,3.0,3778.88,False,4
F,N,S,0,Empresário,Médio,Solteiro,Casa,52,8.35890410958904,1.0,9001.46,False,4
M,S,S,2,Servidor público,Médio,Casado,Casa,36,15.29041095890411,4.0,9570.21,False,4
F,S,N,1,Empresário,Médio,Separado,Casa,32,4.767123287671233,2.0,10510.15,False,4
M,N,N,2,Assalariado,Médio,Casado,Casa,27,6.367123287671233,4.0,7402.07,False,4
F,S,S,0,Servidor público,Médio,Casado,Casa,54,8.852054794520548,2.0,13916.07,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,52,,2.0,7884.83,False,4
F,S,S,1,Empresário,Médio,Casado,Casa,38,4.756164383561644,3.0,8263.76,False,4
M,S,S,3,Empresário,Superior completo,Casado,Casa,38,0.3452054794520548,5.0,6435.6,False,4
F,N,S,2,Assalariado,Médio,Casado,Casa,35,5.693150684931507,4.0,6938.48,False,4
F,N,N,0,Empresário,Médio,Casado,Governamental,37,17.487671232876714,2.0,21059.51,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,12468.22,False,4
F,N,N,0,Servidor público,Médio,Separado,Casa,53,33.78630136986301,1.0,429251.69,False,4
F,N,S,0,Pensionista,Médio,Viúvo,Casa,66,,1.0,8987.99,False,4
F,S,S,0,Assalariado,Superior completo,Solteiro,Casa,29,3.2739726027397262,1.0,9075.33,False,4
F,N,S,2,Servidor público,Superior completo,Casado,Casa,39,14.52054794520548,4.0,14654.6,False,4
F,N,S,1,Assalariado,Médio,Casado,Casa,32,0.5260273972602739,3.0,4393.86,False,4
M,N,N,1,Assalariado,Médio,Separado,Com os pais,42,4.424657534246576,2.0,8498.92,False,4
F,N,S,1,Assalariado,Médio,Casado,Com os pais,34,3.797260273972603,3.0,5223.57,False,4
M,N,S,0,Empresário,Superior completo,Solteiro,Aluguel,27,3.345205479452055,1.0,4483.53,False,4
M,S,S,0,Assalariado,Médio,União,Casa,29,3.602739726027397,2.0,3794.12,False,4
F,S,S,0,Assalariado,Superior completo,Casado,Casa,39,8.873972602739727,2.0,32382.15,False,4
M,N,S,1,Empresário,Médio,Casado,Casa,32,3.287671232876712,3.0,37086.76,False,4
F,N,S,0,Pensionista,Médio,Viúvo,Casa,62,,1.0,15377.83,False,4
M,N,N,0,Pensionista,Fundamental,Casado,Casa,63,,2.0,16561.28,False,4
F,N,S,0,Pensionista,Médio,União,Casa,59,,2.0,29359.74,False,4
F,N,S,1,Empresário,Superior completo,Casado,Casa,43,4.019178082191781,3.0,6043.19,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,16678.28,False,4
F,S,S,0,Assalariado,Superior completo,Casado,Casa,29,0.7643835616438356,2.0,15101.91,False,4
F,N,S,0,Assalariado,Superior completo,União,Casa,27,8.693150684931506,2.0,13723.93,False,4
F,N,N,0,Empresário,Superior completo,Casado,Casa,27,1.8575342465753424,2.0,1324.31,False,4
F,N,S,0,Servidor público,Superior completo,Viúvo,Casa,54,16.986301369863014,1.0,36320.26,False,4
F,N,S,0,Assalariado,Superior completo,Casado,Casa,60,1.5835616438356164,2.0,11109.98,False,4
F,N,S,0,Assalariado,Médio,Viúvo,Casa,52,5.635616438356164,1.0,1748.73,False,4
F,S,N,0,Assalariado,Médio,Casado,Casa,56,20.887671232876716,2.0,62522.89,False,4
F,S,S,0,Pensionista,Superior completo,Casado,Casa,57,,2.0,5241.06,False,4
F,S,N,3,Assalariado,Médio,Casado,Casa,37,5.016438356164383,5.0,5460.18,False,4
M,S,S,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,18251.57,False,4
M,S,N,2,Empresário,Médio,Casado,Casa,42,7.887671232876713,4.0,11250.92,False,4
M,S,S,0,Assalariado,Médio,Casado,Casa,35,2.0465753424657533,2.0,6998.77,False,4
M,S,S,0,Assalariado,Médio,Casado,Casa,47,2.56986301369863,2.0,3605.2,False,4
F,N,S,0,Assalariado,Superior completo,Casado,Casa,29,2.9616438356164383,2.0,2811.5,False,4
F,S,S,2,Servidor público,Fundamental,Casado,Casa,38,15.643835616438356,4.0,91424.9,False,4
F,N,S,1,Assalariado,Médio,Casado,Casa,35,1.2054794520547945,3.0,3873.2,False,4
F,S,S,0,Empresário,Superior completo,Solteiro,Casa,39,3.468493150684932,1.0,14900.86,False,4
F,N,S,0,Pensionista,Médio,Separado,Casa,63,,1.0,11123.63,False,4
M,N,N,0,Servidor público,Médio,Casado,Casa,39,0.8657534246575342,2.0,6077.24,False,4
M,N,N,0,Assalariado,Médio,Casado,Casa,57,32.558904109589044,2.0,49711.56,False,4
M,S,N,0,Assalariado,Médio,União,Casa,50,1.956164383561644,2.0,5527.84,False,4
M,N,S,0,Empresário,Superior completo,Solteiro,Casa,27,6.583561643835616,1.0,30171.72,False,4
M,N,S,0,Empresário,Médio,Casado,Casa,34,11.065753424657537,2.0,34579.18,False,4
F,N,S,0,Assalariado,Médio,Viúvo,Casa,49,13.186301369863012,1.0,20617.97,False,4
F,S,S,1,Empresário,Superior completo,Casado,Casa,27,8.186301369863013,3.0,6178.17,True,4
F,S,S,0,Assalariado,Médio,Casado,Casa,50,4.986301369863014,2.0,15623.16,False,4
M,S,S,2,Empresário,Médio,Casado,Casa,37,6.2027397260273975,4.0,11239.8,False,4
M,S,S,0,Assalariado,Médio,Casado,Comunitário,30,7.624657534246575,2.0,27086.56,True,4
F,N,N,0,Servidor público,Superior completo,Casado,Aluguel,43,4.208219178082191,2.0,3841.26,False,4
M,S,N,0,Pensionista,Superior completo,Separado,Casa,66,,1.0,9083.62,False,4
F,S,S,0,Assalariado,Superior completo,Separado,Casa,36,10.205479452054794,1.0,6490.53,False,4
F,S,S,1,Empresário,Superior completo,União,Casa,30,0.3671232876712328,3.0,5609.79,False,4
F,N,N,2,Empresário,Fundamental,União,Casa,26,6.698630136986301,4.0,17849.21,False,4
F,N,S,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,10202.84,False,4
F,N,N,1,Empresário,Médio,Casado,Governamental,27,2.271232876712329,3.0,5483.22,False,4
F,N,S,2,Empresário,Médio,União,Governamental,31,0.6301369863013698,4.0,11403.42,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,4027.86,False,4
M,S,S,1,Empresário,Médio,Casado,Casa,49,1.8575342465753424,3.0,1032.99,False,4
M,S,S,0,Servidor público,Superior completo,Casado,Casa,32,6.701369863013698,2.0,19065.97,False,4
F,N,N,0,Assalariado,Médio,Solteiro,Aluguel,37,3.8,1.0,5707.17,False,4
F,N,S,0,Assalariado,Médio,Solteiro,Casa,57,13.386301369863014,1.0,63400.28,False,4
F,S,S,0,Empresário,Superior completo,Casado,Casa,34,1.2493150684931509,2.0,22846.54,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,56,,2.0,4361.21,False,4
F,S,S,0,Empresário,Médio,Casado,Casa,42,15.068493150684931,2.0,17422.87,False,4
F,N,S,0,Empresário,Médio,Solteiro,Casa,45,14.210958904109589,1.0,61556.97,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,52,4.252054794520548,2.0,11433.36,False,4
F,N,S,1,Assalariado,Médio,União,Casa,32,5.838356164383562,3.0,11787.18,False,4
M,S,S,0,Assalariado,Médio,Casado,Casa,54,2.441095890410959,2.0,11529.88,False,4
M,S,S,1,Servidor público,Médio,Casado,Casa,51,10.761643835616438,3.0,3687.73,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,51,11.413698630136986,2.0,17264.55,False,4
F,N,S,0,Pensionista,Médio,Solteiro,Casa,66,,1.0,7065.41,False,4
M,S,N,2,Assalariado,Superior incompleto,Casado,Casa,34,5.945205479452055,4.0,16901.73,True,4
F,S,S,0,Assalariado,Médio,Casado,Casa,48,3.4547945205479453,2.0,1352.64,False,4
F,N,N,2,Assalariado,Médio,Casado,Casa,42,9.523287671232875,4.0,46728.05,False,4
F,N,S,0,Pensionista,Médio,Viúvo,Casa,57,,1.0,7978.43,False,4
F,N,S,0,Assalariado,Superior completo,Separado,Casa,48,10.26849315068493,1.0,27606.96,False,4
F,N,S,1,Assalariado,Médio,Casado,Casa,37,4.517808219178082,3.0,7697.4,False,4
F,S,S,0,Servidor público,Superior completo,Casado,Casa,45,0.4931506849315068,2.0,2852.57,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,43,0.4684931506849315,2.0,3392.55,False,4
F,N,S,0,Empresário,Médio,Casado,Casa,45,2.8575342465753426,2.0,2563.43,True,4
F,N,S,0,Assalariado,Médio,Separado,Casa,39,12.465753424657532,1.0,8344.32,False,4
F,N,N,1,Assalariado,Superior completo,Separado,Casa,35,5.597260273972603,2.0,3413.49,False,4
F,N,S,0,Pensionista,Médio,Solteiro,Casa,61,,1.0,26787.6,False,4
F,N,S,2,Assalariado,Médio,Separado,Casa,37,8.241095890410959,3.0,10176.14,False,4
F,S,N,0,Empresário,Superior incompleto,Casado,Casa,44,4.624657534246575,2.0,6231.53,False,4
F,N,S,0,Assalariado,Médio,Casado,Casa,54,12.416438356164385,2.0,11932.8,False,4
F,N,S,0,Pensionista,Médio,Separado,Casa,58,,1.0,33423.98,False,4
M,N,S,0,Empresário,Médio,Separado,Casa,51,10.008219178082191,1.0,22804.37,False,4
M,N,S,0,Assalariado,Médio,União,Casa,41,4.178082191780822,2.0,10027.28,False,4
F,S,S,0,Empresário,Superior completo,Casado,Casa,28,2.682191780821918,2.0,8290.84,False,4
F,N,S,0,Pensionista,Médio,Viúvo,Casa,67,,1.0,19394.58,False,4
M,S,S,0,Assalariado,Médio,Casado,Casa,39,11.92054794520548,2.0,4122.51,False,4
F,S,S,1,Empresário,Médio,Casado,Casa,41,5.358904109589041,3.0,10896.51,False,4
F,S,S,0,Assalariado,Superior completo,Casado,Casa,31,6.345205479452055,2.0,4825.54,False,4
M,S,N,0,Assalariado,Médio,Casado,Casa,36,3.608219178082192,2.0,6926.14,False,4
F,S,S,2,Empresário,Superior completo,Casado,Casa,38,9.926027397260274,4.0,33279.46,False,4
F,N,S,0,Servidor público,Médio,Casado,Casa,47,10.12054794520548,2.0,33227.25,False,4
F,N,N,0,Assalariado,Médio,Solteiro,Casa,52,32.74246575342466,1.0,467475.98,False,4
F,N,S,0,Pensionista,Médio,Separado,Casa,59,,1.0,4910.81,False,4
F,N,S,1,Servidor público,Superior completo,Casado,Casa,34,12.383561643835616,3.0,32917.81,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,16789.24,False,4
F,S,S,1,Assalariado,Superior completo,Casado,Com os pais,30,6.887671232876713,3.0,13515.08,False,4
M,S,S,0,Assalariado,Médio,Casado,Casa,39,11.92054794520548,2.0,28747.51,False,4
M,S,S,1,Assalariado,Superior completo,Casado,Casa,28,5.931506849315069,3.0,27358.65,False,4
F,N,S,0,Pensionista,Médio,Viúvo,Casa,63,,1.0,5930.45,False,4
F,N,N,0,Empresário,Médio,Casado,Casa,38,5.86027397260274,2.0,9693.82,False,4
M,N,N,0,Assalariado,Médio,Casado,Governamental,48,1.1287671232876713,2.0,4503.31,False,4
F,N,N,0,Assalariado,Médio,Solteiro,Casa,54,15.197260273972605,1.0,19142.16,False,4
F,N,S,0,Assalariado,Médio,Separado,Casa,54,35.38904109589041,1.0,374738.85,False,4
M,S,N,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,14983.16,False,4
F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,31008.6,False,4
F,N,N,0,Empresário,Médio,Casado,Governamental,50,4.676712328767123,2.0,6336.58,False,4
